customer_id,month,revenue
C00015,2024-03-01,41.53
C00015,2024-04-01,41.47
C00015,2024-05-01,41.66
C00015,2024-06-01,42.93
C00015,2024-07-01,41.99
C00015,2024-08-01,42.86
C00015,2024-09-01,42.27
C00015,2024-10-01,42.91
C00015,2024-11-01,40.76
C00015,2024-12-01,41.65
C00015,2025-01-01,42.05
C00015,2025-02-01,41.11
C00015,2025-03-01,44.56
C00015,2025-04-01,43.79
C00015,2025-05-01,41.55
C00015,2025-06-01,40.84
C00015,2025-07-01,43.25
C00015,2025-08-01,41.43
C00015,2025-09-01,42.16
C00015,2025-10-01,42.0
C00015,2025-11-01,41.71
C00015,2025-12-01,43.29
C00016,2024-01-01,39.63
C00016,2024-02-01,43.77
C00016,2024-03-01,41.87
C00016,2024-04-01,41.07
C00016,2024-05-01,42.54
C00016,2024-06-01,41.81
C00016,2024-07-01,44.14
C00016,2024-08-01,40.78
C00016,2024-09-01,42.48
C00016,2024-10-01,42.44
C00016,2024-11-01,42.92
C00016,2024-12-01,42.39
C00016,2025-01-01,42.19
C00016,2025-02-01,40.6
C00016,2025-03-01,41.94
C00016,2025-04-01,41.39
C00016,2025-05-01,43.33
C00016,2025-06-01,42.2
C00016,2025-07-01,42.67
C00016,2025-08-01,41.36
C00016,2025-09-01,42.31
C00016,2025-10-01,40.79
C00016,2025-11-01,41.77
C00016,2025-12-01,42.62
C00017,2024-01-01,22.06
C00017,2024-02-01,20.26
C00017,2024-03-01,23.09
C00017,2024-04-01,22.14
C00017,2024-05-01,21.1
C00017,2024-06-01,22.69
C00017,2024-07-01,23.1
C00017,2024-08-01,21.43
C00017,2024-09-01,23.45
C00017,2024-10-01,21.39
C00017,2024-11-01,23.46
C00017,2024-12-01,21.95
C00017,2025-01-01,22.6
C00017,2025-02-01,21.0
C00017,2025-03-01,23.26
C00017,2025-04-01,21.93
C00017,2025-05-01,21.7
C00017,2025-06-01,21.07
C00017,2025-07-01,23.69
C00017,2025-08-01,21.98
C00017,2025-09-01,21.49
C00017,2025-10-01,23.55
C00017,2025-11-01,23.55
C00017,2025-12-01,21.04
C00018,2024-01-01,21.78
C00018,2024-02-01,21.91
C00018,2024-03-01,22.26
C00018,2024-04-01,21.55
C00018,2024-05-01,23.12
C00018,2024-06-01,21.55
C00018,2024-07-01,23.83
C00018,2024-08-01,22.66
C00018,2024-09-01,20.52
C00018,2024-10-01,22.02
C00018,2024-11-01,21.52
C00018,2024-12-01,21.89
C00018,2025-01-01,22.13
C00018,2025-02-01,23.49
C00018,2025-03-01,22.81
C00018,2025-04-01,23.07
C00018,2025-05-01,21.52
C00018,2025-06-01,22.23
C00018,2025-07-01,22.65
C00018,2025-08-01,23.32
C00018,2025-09-01,23.61
C00018,2025-10-01,20.29
C00018,2025-11-01,22.39
C00018,2025-12-01,21.9
C00019,2024-01-01,11.73
C00019,2024-02-01,11.63
C00019,2024-03-01,12.05
C00019,2024-04-01,11.78
C00019,2024-05-01,12.59
C00019,2024-06-01,12.3
C00019,2024-07-01,11.13
C00019,2024-08-01,12.72
C00019,2024-09-01,11.16
C00019,2024-10-01,10.88
C00019,2024-11-01,11.57
C00019,2024-12-01,11.48
C00019,2025-01-01,10.99
C00019,2025-02-01,13.19
C00019,2025-03-01,11.19
C00019,2025-04-01,12.23
C00019,2025-05-01,12.19
C00019,2025-06-01,10.72
C00019,2025-07-01,11.94
C00019,2025-08-01,11.45
C00019,2025-09-01,9.38
C00019,2025-10-01,12.28
C00019,2025-11-01,11.87
C00019,2025-12-01,13.95
C00020,2024-01-01,6.13
C00020,2024-02-01,7.23
C00020,2024-03-01,7.99
C00020,2024-04-01,8.05
C00020,2024-05-01,6.66
C00020,2024-06-01,6.14
C00020,2024-07-01,6.05
C00020,2024-08-01,7.1
C00020,2024-09-01,7.39
C00020,2024-10-01,6.18
C00020,2024-11-01,4.93
C00020,2024-12-01,7.92
C00020,2025-01-01,7.41
C00020,2025-02-01,7.2
C00020,2025-03-01,7.87
C00020,2025-04-01,7.57
C00020,2025-05-01,6.78
C00020,2025-06-01,4.83
C00020,2025-07-01,5.32
C00020,2025-08-01,7.61
C00020,2025-09-01,7.29
C00020,2025-10-01,8.32
C00020,2025-11-01,6.26
C00020,2025-12-01,6.28
C00021,2024-01-01,10.75
C00021,2024-02-01,11.82
C00021,2024-03-01,11.42
C00021,2024-04-01,12.1
C00021,2024-05-01,11.6
C00021,2024-06-01,11.98
C00021,2024-07-01,13.09
C00021,2024-08-01,11.22
C00021,2024-09-01,14.33
C00021,2024-10-01,11.46
C00021,2024-11-01,11.12
C00021,2024-12-01,9.34
C00021,2025-01-01,12.12
C00021,2025-02-01,11.93
C00021,2025-03-01,11.66
C00021,2025-04-01,11.65
C00021,2025-05-01,12.68
C00021,2025-06-01,12.81
C00021,2025-07-01,11.54
C00021,2025-08-01,11.89
C00021,2025-09-01,11.23
C00021,2025-10-01,11.29
C00021,2025-11-01,12.2
C00021,2025-12-01,13.12
C00022,2024-01-01,20.78
C00022,2024-02-01,21.74
C00022,2024-03-01,20.65
C00022,2024-04-01,21.97
C00022,2024-05-01,25.21
C00022,2024-06-01,21.06
C00022,2024-07-01,21.31
C00022,2024-08-01,22.51
C00022,2024-09-01,22.31
C00022,2024-10-01,22.53
C00022,2024-11-01,22.16
C00022,2024-12-01,21.15
C00022,2025-01-01,20.99
C00022,2025-02-01,21.54
C00022,2025-03-01,21.11
C00022,2025-04-01,21.37
C00022,2025-05-01,21.61
C00022,2025-06-01,21.17
C00022,2025-07-01,23.14
C00022,2025-08-01,20.94
C00022,2025-09-01,21.24
C00022,2025-10-01,23.36
C00022,2025-11-01,21.44
C00022,2025-12-01,22.71
C00023,2024-01-01,42.27
C00023,2024-02-01,42.85
C00023,2024-03-01,43.25
C00023,2024-04-01,40.58
C00023,2024-05-01,40.97
C00023,2024-06-01,41.69
C00023,2024-07-01,41.01
C00023,2024-08-01,42.82
C00023,2024-09-01,42.11
C00023,2024-10-01,41.85
C00023,2024-11-01,42.32
C00023,2024-12-01,42.57
C00023,2025-01-01,41.23
C00023,2025-02-01,44.31
C00023,2025-03-01,41.24
C00023,2025-04-01,42.77
C00023,2025-05-01,41.96
C00023,2025-06-01,42.55
C00023,2025-07-01,41.23
C00023,2025-08-01,42.4
C00023,2025-09-01,42.27
C00023,2025-10-01,42.99
C00023,2025-11-01,43.27
C00023,2025-12-01,42.64
C00024,2024-01-01,12.59
C00024,2024-02-01,10.36
C00024,2024-03-01,13.43
C00024,2024-04-01,13.89
C00024,2024-05-01,12.01
C00024,2024-06-01,10.78
C00024,2024-07-01,10.67
C00024,2024-08-01,14.52
C00024,2024-09-01,10.02
C00024,2024-10-01,14.13
C00024,2024-11-01,13.69
C00024,2024-12-01,12.26
C00024,2025-01-01,12.27
C00024,2025-02-01,12.83
C00024,2025-03-01,13.49
C00024,2025-04-01,12.8
C00024,2025-05-01,11.3
C00024,2025-06-01,12.15
C00024,2025-07-01,10.99
C00024,2025-08-01,12.86
C00024,2025-09-01,11.3
C00024,2025-10-01,12.13
C00024,2025-11-01,10.25
C00024,2025-12-01,12.18
C00025,2024-01-01,4.63
C00025,2024-02-01,5.88
C00025,2024-03-01,6.17
C00025,2024-04-01,5.9
C00025,2024-05-01,7.48
C00025,2024-06-01,8.58
C00025,2024-07-01,8.01
C00025,2024-08-01,8.26
C00025,2024-09-01,8.03
C00025,2024-10-01,5.38
C00025,2024-11-01,4.96
C00025,2024-12-01,6.21
C00025,2025-01-01,6.67
C00025,2025-02-01,6.44
C00025,2025-03-01,7.45
C00025,2025-04-01,7.55
C00025,2025-05-01,8.83
C00025,2025-06-01,7.26
C00025,2025-07-01,8.36
C00025,2025-08-01,7.25
C00025,2025-09-01,6.49
C00025,2025-10-01,8.11
C00025,2025-11-01,6.56
C00025,2025-12-01,8.92
C00026,2024-01-01,11.9
C00026,2024-02-01,12.14
C00026,2024-03-01,12.5
C00026,2024-04-01,12.84
C00026,2024-05-01,11.24
C00026,2024-06-01,11.09
C00026,2024-07-01,11.37
C00026,2024-08-01,11.23
C00026,2024-09-01,12.56
C00026,2024-10-01,10.09
C00026,2024-11-01,12.38
C00026,2024-12-01,12.75
C00026,2025-01-01,11.55
C00026,2025-02-01,11.73
C00026,2025-03-01,11.72
C00026,2025-04-01,11.95
C00026,2025-05-01,13.2
C00026,2025-06-01,11.4
C00026,2025-07-01,11.25
C00026,2025-08-01,13.3
C00026,2025-09-01,11.96
C00026,2025-10-01,11.88
C00026,2025-11-01,10.71
C00026,2025-12-01,12.25
C00027,2024-01-01,41.67
C00027,2024-02-01,42.56
C00027,2024-03-01,42.35
C00027,2024-04-01,40.87
C00027,2024-05-01,43.77
C00027,2024-06-01,41.97
C00027,2024-07-01,41.11
C00027,2024-08-01,42.46
C00027,2024-09-01,42.92
C00027,2024-10-01,42.82
C00027,2024-11-01,41.33
C00027,2024-12-01,41.48
C00027,2025-01-01,41.89
C00027,2025-02-01,41.7
C00027,2025-03-01,43.18
C00027,2025-04-01,41.14
C00027,2025-05-01,42.66
C00027,2025-06-01,41.79
C00027,2025-07-01,43.04
C00027,2025-08-01,41.23
C00027,2025-09-01,41.83
C00027,2025-10-01,43.15
C00027,2025-11-01,40.57
C00027,2025-12-01,40.81
C00028,2024-01-01,6.61
C00028,2024-02-01,5.22
C00028,2024-03-01,7.47
C00028,2024-04-01,6.1
C00028,2024-05-01,7.18
C00028,2024-06-01,6.96
C00028,2024-07-01,6.43
C00028,2024-08-01,6.15
C00028,2024-09-01,6.75
C00028,2024-10-01,6.77
C00028,2024-11-01,7.53
C00028,2024-12-01,5.88
C00028,2025-01-01,8.39
C00028,2025-02-01,5.35
C00028,2025-03-01,7.65
C00028,2025-04-01,6.11
C00028,2025-05-01,7.28
C00028,2025-06-01,6.76
C00028,2025-07-01,6.36
C00028,2025-08-01,6.2
C00028,2025-09-01,5.88
C00028,2025-10-01,5.98
C00028,2025-11-01,7.72
C00028,2025-12-01,5.32
C00029,2024-01-01,9.81
C00029,2024-02-01,7.48
C00029,2024-03-01,5.17
C00029,2024-04-01,7.2
C00029,2024-05-01,5.62
C00029,2024-06-01,8.9
C00029,2024-07-01,7.23
C00029,2024-08-01,8.09
C00029,2024-09-01,7.77
C00029,2024-10-01,7.25
C00029,2024-11-01,6.03
C00029,2024-12-01,5.19
C00029,2025-01-01,6.55
C00029,2025-02-01,7.87
C00029,2025-03-01,6.8
C00029,2025-04-01,8.08
C00029,2025-05-01,8.46
C00029,2025-06-01,6.81
C00029,2025-07-01,6.24
C00029,2025-08-01,8.46
C00029,2025-09-01,8.06
C00029,2025-10-01,6.41
C00029,2025-11-01,6.29
C00029,2025-12-01,8.47
C00030,2024-01-01,12.84
C00030,2024-02-01,12.04
C00030,2024-03-01,12.34
C00030,2024-04-01,14.61
C00030,2024-05-01,10.03
C00030,2024-06-01,10.78
C00030,2024-07-01,11.38
C00030,2024-08-01,10.61
C00030,2024-09-01,11.65
C00030,2024-10-01,12.86
C00030,2024-11-01,12.24
C00030,2024-12-01,13.09
C00030,2025-01-01,12.26
C00030,2025-02-01,11.32
C00030,2025-03-01,13.39
C00030,2025-04-01,13.61
C00030,2025-05-01,12.09
C00030,2025-06-01,11.68
C00030,2025-07-01,11.59
C00030,2025-08-01,11.73
C00030,2025-09-01,12.63
C00030,2025-10-01,12.6
C00030,2025-11-01,10.75
C00030,2025-12-01,13.66
C00031,2024-01-01,7.66
C00031,2024-02-01,8.29
C00031,2024-03-01,6.66
C00031,2024-04-01,6.82
C00031,2024-05-01,8.99
C00031,2024-06-01,6.4
C00031,2024-07-01,7.0
C00031,2024-08-01,8.75
C00031,2024-09-01,9.09
C00031,2024-10-01,6.76
C00031,2024-11-01,6.44
C00031,2024-12-01,5.89
C00031,2025-01-01,7.99
C00031,2025-02-01,6.91
C00031,2025-03-01,5.74
C00031,2025-04-01,7.33
C00031,2025-05-01,7.42
C00031,2025-06-01,6.3
C00031,2025-07-01,6.3
C00031,2025-08-01,6.84
C00031,2025-09-01,6.86
C00031,2025-10-01,6.48
C00031,2025-11-01,5.12
C00031,2025-12-01,6.74
C00032,2024-01-01,7.51
C00032,2024-02-01,9.03
C00032,2024-03-01,8.21
C00032,2024-04-01,7.52
C00032,2024-05-01,7.83
C00032,2024-06-01,8.58
C00032,2024-07-01,6.68
C00032,2024-08-01,6.64
C00032,2024-09-01,6.5
C00032,2024-10-01,6.76
C00032,2024-11-01,4.49
C00032,2024-12-01,5.89
C00032,2025-01-01,6.81
C00032,2025-02-01,7.97
C00032,2025-03-01,7.33
C00032,2025-04-01,7.88
C00032,2025-05-01,6.21
C00032,2025-06-01,6.92
C00032,2025-07-01,8.41
C00032,2025-08-01,6.23
C00032,2025-09-01,7.03
C00032,2025-10-01,6.66
C00032,2025-11-01,6.67
C00032,2025-12-01,5.47
C00033,2024-01-01,7.25
C00033,2024-02-01,8.1
C00033,2024-03-01,7.26
C00033,2024-04-01,6.69
C00033,2024-05-01,7.79
C00033,2024-06-01,4.81
C00033,2024-07-01,7.0
C00033,2024-08-01,7.99
C00033,2024-09-01,7.2
C00033,2024-10-01,7.42
C00033,2024-11-01,5.84
C00033,2024-12-01,6.35
C00033,2025-01-01,6.38
C00033,2025-02-01,7.7
C00033,2025-03-01,6.94
C00033,2025-04-01,6.33
C00033,2025-05-01,6.49
C00033,2025-06-01,8.28
C00033,2025-07-01,6.19
C00033,2025-08-01,7.47
C00033,2025-09-01,8.09
C00033,2025-10-01,6.57
C00033,2025-11-01,6.47
C00033,2025-12-01,6.82
C00034,2024-01-01,22.07
C00034,2024-02-01,21.79
C00034,2024-03-01,23.05
C00034,2024-04-01,22.29
C00034,2024-05-01,21.87
C00034,2024-06-01,23.58
C00034,2024-07-01,21.47
C00034,2024-08-01,22.15
C00034,2024-09-01,22.5
C00034,2024-10-01,21.92
C00034,2024-11-01,22.96
C00034,2024-12-01,23.46
C00034,2025-01-01,22.37
C00034,2025-02-01,23.01
C00034,2025-03-01,21.32
C00034,2025-04-01,23.62
C00034,2025-05-01,21.51
C00034,2025-06-01,21.45
C00034,2025-07-01,21.47
C00034,2025-08-01,22.86
C00034,2025-09-01,20.46
C00034,2025-10-01,21.99
C00034,2025-11-01,22.09
C00034,2025-12-01,20.71
C00035,2024-01-01,9.56
C00035,2024-02-01,6.85
C00035,2024-03-01,7.59
C00035,2024-04-01,5.97
C00035,2024-05-01,7.96
C00035,2024-06-01,6.3
C00035,2024-07-01,5.8
C00035,2024-08-01,6.32
C00035,2024-09-01,7.95
C00035,2024-10-01,7.32
C00035,2024-11-01,7.61
C00035,2024-12-01,6.39
C00035,2025-01-01,6.27
C00035,2025-02-01,6.94
C00035,2025-03-01,6.7
C00035,2025-04-01,7.25
C00035,2025-05-01,7.2
C00035,2025-06-01,7.46
C00035,2025-07-01,6.47
C00035,2025-08-01,7.79
C00035,2025-09-01,6.18
C00035,2025-10-01,5.44
C00035,2025-11-01,7.18
C00035,2025-12-01,7.12
C00036,2024-01-01,13.31
C00036,2024-02-01,13.33
C00036,2024-03-01,12.1
C00036,2024-04-01,11.48
C00036,2024-05-01,11.81
C00036,2024-06-01,11.6
C00036,2024-07-01,13.09
C00036,2024-08-01,11.56
C00036,2024-09-01,12.66
C00036,2024-10-01,12.79
C00036,2024-11-01,10.27
C00036,2024-12-01,11.74
C00036,2025-01-01,11.66
C00036,2025-02-01,10.85
C00036,2025-03-01,12.93
C00036,2025-04-01,12.54
C00036,2025-05-01,12.77
C00036,2025-06-01,13.56
C00036,2025-07-01,10.3
C00036,2025-08-01,12.73
C00036,2025-09-01,13.57
C00036,2025-10-01,11.73
C00036,2025-11-01,11.0
C00036,2025-12-01,12.98
C00037,2024-01-01,23.25
C00037,2024-02-01,22.57
C00037,2024-03-01,23.97
C00037,2024-04-01,22.07
C00037,2024-05-01,22.6
C00037,2024-06-01,21.75
C00037,2024-07-01,20.53
C00037,2024-08-01,22.85
C00037,2024-09-01,22.52
C00037,2024-10-01,22.0
C00037,2024-11-01,22.16
C00037,2024-12-01,20.09
C00037,2025-01-01,22.18
C00037,2025-02-01,20.61
C00037,2025-03-01,22.53
C00037,2025-04-01,23.1
C00037,2025-05-01,22.74
C00037,2025-06-01,21.23
C00037,2025-07-01,22.58
C00037,2025-08-01,20.14
C00037,2025-09-01,23.67
C00037,2025-10-01,22.73
C00037,2025-11-01,22.29
C00037,2025-12-01,22.94
C00038,2024-01-01,42.31
C00038,2024-02-01,43.51
C00038,2024-03-01,39.96
C00038,2024-04-01,42.16
C00038,2024-05-01,41.34
C00038,2024-06-01,41.79
C00038,2024-07-01,42.54
C00038,2024-08-01,42.21
C00038,2024-09-01,42.48
C00038,2024-10-01,43.33
C00038,2024-11-01,40.65
C00038,2024-12-01,40.61
C00038,2025-01-01,39.39
C00038,2025-02-01,42.24
C00038,2025-03-01,41.09
C00038,2025-04-01,43.02
C00038,2025-05-01,42.54
C00038,2025-06-01,43.37
C00038,2025-07-01,41.21
C00038,2025-08-01,41.04
C00038,2025-09-01,41.45
C00038,2025-10-01,43.43
C00038,2025-11-01,41.78
C00038,2025-12-01,39.93
C00039,2024-01-01,43.29
C00039,2024-02-01,42.76
C00039,2024-03-01,43.21
C00039,2024-04-01,41.61
C00039,2024-05-01,40.1
C00039,2024-06-01,43.39
C00039,2024-07-01,39.66
C00039,2024-08-01,40.69
C00039,2024-09-01,42.08
C00039,2024-10-01,40.89
C00039,2024-11-01,41.52
C00039,2024-12-01,40.69
C00039,2025-01-01,41.49
C00039,2025-02-01,42.88
C00039,2025-03-01,40.79
C00039,2025-04-01,40.62
C00039,2025-05-01,41.04
C00039,2025-06-01,41.1
C00039,2025-07-01,42.25
