customer_id,age,gender,city,plan_id
C00128,50,Male,Matadi,2
C00129,65,Male,Lubumbashi,2
C00130,40,Female,Kolwezi,1
C00131,41,Male,Lubumbashi,3
C00132,54,Female,Goma,3
C00133,52,Female,Matadi,3
C00134,61,Male,Bukavu,4
C00135,57,Female,Likasi,1
C00136,39,Female,Kinshasa,3
C00137,44,Male,Kolwezi,2
C00138,52,Male,Mbuji-Mayi,1
C00139,18,Male,Kisangani,1
C00140,52,Female,Kolwezi,3
C00141,54,Male,Mbuji-Mayi,2
C00142,64,Female,Kolwezi,3
C00143,31,Female,Likasi,2
C00144,20,Female,Kolwezi,1
C00145,18,Female,Bukavu,1
C00146,22,Female,Lubumbashi,1
C00147,43,Male,Goma,4
C00148,31,Male,Kinshasa,1
C00149,56,Female,Matadi,4
C00150,44,Female,Mbuji-Mayi,4
C00151,26,Male,Kinshasa,4
C00152,32,Male,Kolwezi,2
C00153,32,Female,Lubumbashi,4
C00154,43,Female,Kinshasa,1
C00155,59,Male,Lubumbashi,1
C00156,30,Male,Mbuji-Mayi,1
C00157,68,Female,Bukavu,4
C00158,49,Male,Bukavu,1
C00159,56,Male,Lubumbashi,2
C00160,66,Female,Lubumbashi,1
C00161,69,Female,Goma,1
C00162,49,Female,Kisangani,1
C00163,21,Male,Goma,3
C00164,47,Female,Kinshasa,2
C00165,54,Male,Kananga,4
C00166,40,Female,Goma,2
C00167,56,Female,Kinshasa,4
C00168,62,Male,Matadi,2
C00169,32,Male,Kinshasa,2
C00170,60,Female,Kinshasa,2
C00171,46,Female,Lubumbashi,2
C00172,53,Male,Likasi,3
C00173,30,Female,Kolwezi,2
C00174,49,Male,Lubumbashi,3
C00175,24,Male,Lubumbashi,3
C00176,68,Female,Likasi,1
C00177,39,Male,Likasi,2
C00178,45,Male,Kolwezi,1
C00179,19,Male,Kananga,2
C00180,59,Female,Matadi,2
C00181,62,Male,Goma,4
C00182,23,Female,Kinshasa,1
C00183,45,Female,Goma,1
C00184,45,Female,Bukavu,1
C00185,61,Male,Mbuji-Mayi,1
C00186,61,Male,Kananga,3
C00187,37,Female,Mbuji-Mayi,3
C00188,47,Female,Kinshasa,3
C00189,28,Male,Likasi,3
C00190,45,Female,Kinshasa,1
C00191,42,Female,Matadi,1
C00192,56,Male,Goma,1
C00193,50,Female,Kolwezi,3
C00194,18,Male,Kisangani,3
C00195,44,Male,Kisangani,2
C00196,69,Female,Kolwezi,1
C00197,30,Male,Likasi,1
C00198,58,Male,Kisangani,4
C00199,20,Male,Likasi,1
C00200,56,Female,Lubumbashi,3
C00201,23,Female,Matadi,1
C00202,25,Female,Kananga,1
C00203,44,Male,Goma,3
C00204,26,Male,Goma,1
C00205,54,Female,Kananga,3
C00206,50,Female,Kinshasa,3
C00207,68,Male,Kinshasa,2
C00208,59,Female,Mbuji-Mayi,3
C00209,61,Female,Kinshasa,2
C00210,41,Female,Likasi,1
C00211,32,Female,Kolwezi,3
C00212,49,Female,Lubumbashi,2
C00213,49,Male,Kananga,1
C00214,41,Female,Likasi,4
C00215,58,Female,Likasi,2
C00216,69,Male,Mbuji-Mayi,3
C00217,66,Male,Likasi,3
C00218,66,Male,Matadi,2
C00219,69,Male,Kinshasa,2
C00220,29,Female,Goma,2
C00221,56,Female,Matadi,2
C00222,19,Female,Lubumbashi,3
C00223,20,Female,Lubumbashi,3
C00224,66,Male,Lubumbashi,1
C00225,54,Male,Kinshasa,2
C00226,66,Female,Likasi,4
C00227,34,Female,Lubumbashi,2
C00228,66,Female,Kananga,3
C00229,19,Female,Goma,3
C00230,19,Male,Likasi,1
C00231,45,Female,Mbuji-Mayi,1
C00232,40,Male,Kinshasa,3
C00233,54,Male,Kolwezi,2
C00234,49,Male,Matadi,2
C00235,50,Male,Bukavu,3
C00236,18,Female,Matadi,3
C00237,36,Female,Lubumbashi,1
C00238,19,Female,Goma,1
C00239,61,Female,Mbuji-Mayi,1
C00240,43,Male,Likasi,2
C00241,49,Male,Kananga,1
C00242,23,Male,Kisangani,2
C00243,49,Female,Matadi,1
C00244,21,Male,Kisangani,2
C00245,28,Male,Likasi,1
C00246,34,Male,Goma,2
C00247,55,Male,Kisangani,2
C00248,41,Female,Matadi,1
C00249,22,Male,Kolwezi,4
C00250,69,Male,Bukavu,1
C00251,51,Female,Kisangani,2
C00252,23,Female,Kolwezi,4
C00253,39,Female,Kolwezi,2
C00254,28,Male,Lubumbashi,3
C00255,65,Male,Bukavu,1
C00256,33,Male,Kananga,2
C00257,50,Male,Matadi,2
C00258,26,Female,Mbuji-Mayi,1
C00259,23,Male,Likasi,2
C00260,33,Male,Mbuji-Mayi,1
C00261,46,Female,Kisangani,2
C00262,20,Female,Bukavu,4
C00263,37,Female,Kisangani,1
C00264,53,Male,Bukavu,1
C00265,36,Male,Matadi,2
C00266,43,Male,Likasi,2
C00267,20,Male,Likasi,3
C00268,36,Male,Matadi,2
C00269,37,Female,Kananga,1
C00270,49,Female,Kolwezi,3
C00271,24,Male,Bukavu,3
C00272,69,Male,Kinshasa,2
C00273,58,Male,Kinshasa,2
C00274,50,Male,Kolwezi,1
C00275,57,Male,Kisangani,1
C00276,56,Female,Bukavu,1
C00277,35,Female,Goma,2
C00278,57,Female,Likasi,4
C00279,18,Male,Mbuji-Mayi,2
C00280,28,Male,Goma,1
C00281,45,Female,Mbuji-Mayi,1
C00282,42,Female,Likasi,1
C00283,67,Male,Kinshasa,2
C00284,40,Female,Matadi,2
C00285,48,Female,Kananga,1
C00286,47,Male,Lubumbashi,2
C00287,59,Female,Kisangani,1
C00288,52,Female,Kolwezi,1
C00289,24,Female,Kinshasa,1
C00290,33,Male,Matadi,1
C00291,43,Female,Matadi,1
C00292,65,Female,Mbuji-Mayi,1
C00293,69,Female,Matadi,3
C00294,66,Male,Bukavu,3
C00295,19,Male,Kisangani,2
C00296,18,Female,Lubumbashi,3
C00297,65,Male,Kinshasa,1
C00298,29,Female,Bukavu,3
C00299,22,Male,Kinshasa,1
C00300,54,Male,Kananga,2
C00301,49,Female,Lubumbashi,2
C00302,26,Female,Matadi,1
C00303,58,Female,Kananga,4
C00304,52,Male,Mbuji-Mayi,1
C00305,36,Female,Kananga,1
C00306,65,Male,Goma,1
C00307,33,Male,Mbuji-Mayi,1
C00308,20,Female,Lubumbashi,1
C00309,37,Male,Kisangani,1
C00310,41,Female,Goma,1
C00311,50,Male,Kinshasa,3
C00312,41,Female,Kolwezi,1
C00313,69,Male,Kolwezi,1
C00314,28,Male,Goma,2
C00315,66,Female,Kisangani,4
C00316,25,Male,Bukavu,1
C00317,53,Female,Kolwezi,1
C00318,55,Male,Goma,4
C00319,57,Male,Lubumbashi,1
C00320,37,Male,Likasi,2
C00321,52,Female,Kisangani,1
C00322,65,Female,Kisangani,4
C00323,42,Female,Bukavu,4
C00324,52,Female,Mbuji-Mayi,3
C00325,42,Female,Matadi,1
C00326,46,Male,Kolwezi,2
C00327,35,Male,Matadi,1
C00328,63,Female,Matadi,3
C00329,35,Male,Lubumbashi,4
C00330,19,Male,Kinshasa,2
C00331,52,Male,Matadi,2
C00332,33,Male,Kisangani,1
C00333,58,Female,Bukavu,2
C00334,53,Male,Bukavu,2
C00335,50,Female,Likasi,1
C00336,21,Female,Kinshasa,1
C00337,50,Male,Mbuji-Mayi,1
C00338,31,Female,Kisangani,3
C00339,38,Male,Kisangani,3
C00340,65,Male,Likasi,4
C00341,37,Male,Kananga,3
C00342,25,Female,Likasi,2
C00343,24,Female,Matadi,1
C00344,20,Female,Goma,4
C00345,34,Male,Bukavu,2
C00346,50,Male,Likasi,2
C00347,65,Male,Matadi,2
C00348,29,Female,Kolwezi,3
C00349,68,Male,Kinshasa,1
C00350,39,Male,Kisangani,1
C00351,39,Female,Kananga,2
C00352,63,Female,Kinshasa,3
C00353,47,Female,Matadi,2
C00354,55,Male,Mbuji-Mayi,2
C00355,55,Male,Kolwezi,1
C00356,62,Male,Matadi,3
C00357,68,Female,Goma,3
C00358,25,Female,Lubumbashi,2
C00359,44,Female,Matadi,1
C00360,44,Female,Likasi,4
C00361,51,Male,Matadi,2
C00362,38,Male,Likasi,3
C00363,47,Male,Mbuji-Mayi,1
C00364,50,Male,Kisangani,1
C00365,45,Male,Bukavu,3
C00366,64,Male,Lubumbashi,1
C00367,50,Male,Mbuji-Mayi,2
C00368,22,Male,Likasi,2
C00369,65,Female,Bukavu,3
C00370,36,Female,Goma,1
C00371,21,Male,Kinshasa,1
C00372,52,Female,Lubumbashi,4
C00373,66,Male,Kananga,2
C00374,34,Male,Mbuji-Mayi,1
C00375,61,Female,Kinshasa,1
C00376,45,Male,Kinshasa,4
C00377,47,Male,Matadi,1
C00378,46,Male,Matadi,2
C00379,63,Male,Kananga,2
C00380,23,Male,Kananga,3
C00381,52,Male,Likasi,3
C00382,58,Male,Kananga,2
C00383,54,Female,Kinshasa,1
C00384,41,Female,Likasi,3
C00385,46,Male,Bukavu,2
C00386,66,Female,Kisangani,4
C00387,63,Male,Kisangani,2
C00388,48,Male,Kisangani,2
C00389,52,Male,Lubumbashi,1
C00390,50,Male,Lubumbashi,3
C00391,69,Female,Kananga,1
C00392,38,Female,Kisangani,1
C00393,49,Female,Goma,1
C00394,40,Female,Matadi,1
C00395,50,Male,Goma,1
C00396,20,Female,Kisangani,1
C00397,35,Male,Kisangani,3
C00398,42,Male,Matadi,1
C00399,59,Female,Kisangani,3
C00400,48,Male,Mbuji-Mayi,1
C00401,20,Female,Kinshasa,2
C00402,57,Female,Likasi,2
C00403,63,Female,Matadi,4
C00404,41,Female,Kisangani,3
C00405,67,Female,Lubumbashi,2
C00406,49,Male,Lubumbashi,3
C00407,64,Female,Kinshasa,1
C00408,39,Female,Lubumbashi,2
C00409,40,Male,Likasi,1
C00410,19,Female,Kolwezi,1
C00411,44,Female,Kolwezi,1
C00412,59,Male,Kolwezi,3
C00413,19,Male,Kinshasa,2
C00414,43,Female,Kinshasa,3
C00415,34,Male,Likasi,2
C00416,57,Female,Matadi,1
C00417,50,Male,Kananga,3
C00418,26,Female,Kolwezi,3
C00419,60,Female,Lubumbashi,4
C00420,65,Female,Goma,2
C00421,56,Male,Kananga,3
C00422,46,Female,Likasi,3
C00423,59,Male,Matadi,1
C00424,43,Female,Lubumbashi,1
C00425,52,Female,Kisangani,1
C00426,67,Female,Matadi,1
C00427,42,Female,Kolwezi,2
C00428,41,Female,Kolwezi,4
C00429,30,Male,Kisangani,2
C00430,24,Male,Likasi,3
C00431,53,Male,Bukavu,2
C00432,62,Female,Matadi,1
C00433,37,Female,Kisangani,1
C00434,18,Male,Likasi,2
C00435,25,Female,Likasi,3
C00436,63,Female,Kinshasa,4
C00437,33,Female,Matadi,1
C00438,31,Male,Lubumbashi,3
C00439,29,Male,Bukavu,1
C00440,68,Male,Mbuji-Mayi,2
C00441,40,Male,Goma,2
C00442,32,Male,Matadi,1
C00443,45,Female,Kananga,1
C00444,51,Female,Likasi,1
C00445,19,Female,Kinshasa,1
C00446,49,Female,Kisangani,3
C00447,40,Male,Kolwezi,1
C00448,39,Male,Kisangani,2
C00449,68,Female,Kisangani,1
C00450,42,Male,Bukavu,3
C00451,39,Female,Matadi,3
C00452,39,Female,Kisangani,3
C00453,66,Female,Bukavu,2
C00454,69,Female,Mbuji-Mayi,1
C00455,59,Male,Lubumbashi,3
C00456,23,Female,Mbuji-Mayi,1
C00457,32,Male,Matadi,1
C00458,60,Female,Kolwezi,1
C00459,54,Female,Mbuji-Mayi,2
C00460,50,Female,Bukavu,2
C00461,25,Female,Bukavu,2
C00462,61,Male,Goma,2
C00463,61,Female,Likasi,1
C00464,22,Male,Kananga,4
C00465,56,Female,Kananga,2
C00466,21,Female,Matadi,2
C00467,23,Female,Likasi,2
C00468,62,Male,Goma,1
C00469,49,Female,Kinshasa,1
C00470,69,Female,Kisangani,2
C00471,47,Female,Mbuji-Mayi,1
C00472,64,Female,Likasi,1
C00473,52,Female,Kisangani,3
C00474,57,Male,Kinshasa,2
C00475,69,Male,Kolwezi,2
C00476,33,Female,Goma,2
C00477,30,Female,Kisangani,4
C00478,67,Male,Goma,1
C00479,59,Female,Goma,3
C00480,47,Male,Likasi,2
C00481,36,Female,Bukavu,1
C00482,34,Female,Lubumbashi,1
C00483,36,Male,Matadi,2
C00484,45,Female,Kananga,2
C00485,43,Male,Goma,1
C00486,54,Male,Likasi,2
C00487,43,Male,Likasi,2
C00488,40,Female,Kisangani,2
C00489,26,Male,Kisangani,3
C00490,29,Male,Mbuji-Mayi,3
C00491,18,Female,Goma,2
C00492,18,Female,Lubumbashi,4
C00493,64,Female,Matadi,1
C00494,51,Female,Matadi,1
C00495,49,Female,Kolwezi,1
C00496,65,Female,Kolwezi,2
C00497,42,Male,Mbuji-Mayi,2
C00498,57,Female,Kananga,2
C00499,62,Male,Kolwezi,1
C00500,18,Female,Kinshasa,1
C00501,33,Male,Mbuji-Mayi,3
C00502,56,Male,Matadi,3
C00503,22,Female,Matadi,2
C00504,39,Female,Lubumbashi,2
C00505,46,Male,Likasi,2
C00506,20,Female,Kinshasa,1
C00507,29,Female,Kananga,2
C00508,43,Male,Kisangani,2
C00509,33,Male,Mbuji-Mayi,2
C00510,68,Male,Kolwezi,1
C00511,54,Female,Bukavu,4
C00512,39,Female,Lubumbashi,3
C00513,46,Female,Matadi,1
C00514,31,Female,Bukavu,2
C00515,45,Male,Mbuji-Mayi,4
C00516,22,Female,Goma,1
C00517,64,Male,Kananga,2
C00518,66,Female,Goma,2
C00519,47,Female,Mbuji-Mayi,2
C00520,63,Male,Goma,3
C00521,69,Female,Kananga,1
C00522,22,Female,Likasi,1
C00523,29,Male,Mbuji-Mayi,1
C00524,33,Female,Bukavu,1
C00525,43,Male,Goma,2
C00526,43,Male,Kananga,3
C00527,65,Male,Kolwezi,1
C00528,38,Male,Kisangani,2
C00529,56,Female,Kananga,2
C00530,53,Female,Lubumbashi,1
C00531,50,Female,Kisangani,2
C00532,47,Male,Kolwezi,2
C00533,54,Female,Kinshasa,2
C00534,40,Female,Bukavu,1
C00535,27,Female,Matadi,2
C00536,22,Female,Kolwezi,4
C00537,53,Male,Likasi,2
C00538,51,Male,Kisangani,1
C00539,69,Female,Likasi,2
C00540,48,Male,Kisangani,1
C00541,27,Female,Lubumbashi,2
C00542,36,Female,Kinshasa,1
C00543,49,Female,Matadi,1
C00544,18,Male,Lubumbashi,2
C00545,22,Female,Kolwezi,1
C00546,62,Male,Likasi,2
C00547,21,Male,Kisangani,1
C00548,33,Female,Kolwezi,1
C00549,41,Male,Kananga,3
C00550,33,Male,Kinshasa,4
C00551,19,Female,Bukavu,1
C00552,66,Male,Kananga,2
C00553,45,Male,Likasi,1
C00554,49,Female,Kinshasa,2
C00555,44,Female,Kinshasa,2
C00556,37,Male,Kolwezi,1
C00557,41,Female,Kananga,3
C00558,29,Female,Kolwezi,1
C00559,67,Male,Kolwezi,1
C00560,52,Male,Kolwezi,3
C00561,50,Female,Likasi,2
C00562,50,Male,Kisangani,2
C00563,68,Female,Kisangani,2
C00564,60,Female,Likasi,2
C00565,54,Male,Matadi,2
C00566,29,Male,Bukavu,1
C00567,20,Female,Lubumbashi,2
C00568,18,Female,Bukavu,2
C00569,50,Female,Likasi,2
C00570,57,Female,Goma,3
C00571,27,Male,Lubumbashi,1
C00572,60,Female,Matadi,2
C00573,61,Male,Mbuji-Mayi,1
C00574,46,Male,Lubumbashi,2
C00575,30,Female,Kinshasa,2
C00576,29,Male,Likasi,3
C00577,48,Male,Mbuji-Mayi,2
C00578,63,Female,Bukavu,3
C00579,19,Male,Mbuji-Mayi,3
C00580,68,Male,Likasi,4
C00581,67,Female,Bukavu,2
C00582,52,Female,Likasi,4
C00583,40,Female,Kananga,1
C00584,34,Female,Goma,1
C00585,43,Female,Matadi,2
C00586,25,Female,Matadi,4
C00587,46,Female,Kinshasa,2
C00588,43,Male,Goma,1
C00589,27,Male,Goma,2
C00590,43,Female,Kinshasa,2
C00591,51,Male,Bukavu,1
C00592,68,Male,Kinshasa,3
C00593,58,Female,Bukavu,4
C00594,24,Male,Kinshasa,3
C00595,21,Female,Lubumbashi,1
C00596,67,Male,Lubumbashi,1
C00597,62,Female,Kananga,1
C00598,28,Male,Kisangani,1
C00599,46,Male,Kinshasa,1
C00600,53,Male,Goma,3
C00601,42,Female,Lubumbashi,1
C00602,38,Male,Kolwezi,3
C00603,53,Male,Bukavu,4
C00604,27,Female,Lubumbashi,1
C00605,54,Female,Lubumbashi,4
C00606,26,Male,Likasi,3
C00607,41,Male,Bukavu,2
C00608,52,Male,Matadi,1
C00609,66,Male,Mbuji-Mayi,2
C00610,52,Female,Bukavu,1
C00611,65,Male,Kananga,2
C00612,53,Male,Likasi,1
C00613,35,Female,Bukavu,2
C00614,66,Male,Bukavu,1
C00615,56,Male,Kisangani,1
C00616,49,Male,Likasi,2
C00617,41,Female,Bukavu,2
C00618,40,Female,Mbuji-Mayi,2
C00619,49,Male,Mbuji-Mayi,1
C00620,54,Male,Kolwezi,3
C00621,29,Female,Likasi,2
C00622,66,Male,Matadi,1
C00623,30,Male,Bukavu,2
C00624,40,Female,Kisangani,2
C00625,42,Female,Kisangani,1
C00626,52,Female,Goma,2
C00627,58,Male,Matadi,3
C00628,47,Male,Kisangani,3
C00629,34,Male,Mbuji-Mayi,1
C00630,66,Male,Goma,3
C00631,37,Female,Kinshasa,1
C00632,65,Male,Kisangani,4
C00633,42,Male,Kananga,1
C00634,39,Female,Likasi,2
C00635,30,Female,Kisangani,2
C00636,36,Male,Lubumbashi,1
C00637,66,Female,Matadi,3
C00638,53,Female,Lubumbashi,2
C00639,29,Male,Kolwezi,1
C00640,58,Male,Kisangani,2
C00641,36,Male,Kinshasa,2
C00642,29,Male,Lubumbashi,1
C00643,26,Female,Lubumbashi,4
C00644,24,Female,Matadi,3
C00645,45,Male,Goma,1
C00646,31,Male,Kinshasa,2
C00647,48,Female,Lubumbashi,1
C00648,69,Male,Bukavu,3
C00649,36,Male,Kinshasa,4
C00650,64,Male,Bukavu,1
C00651,33,Male,Kisangani,3
C00652,22,Female,Lubumbashi,2
C00653,52,Male,Lubumbashi,1
C00654,29,Female,Mbuji-Mayi,4
C00655,42,Male,Mbuji-Mayi,2
C00656,69,Male,Matadi,2
C00657,38,Female,Likasi,2
C00658,53,Male,Likasi,1
C00659,40,Female,Goma,1
C00660,33,Male,Matadi,4
C00661,56,Male,Likasi,2
C00662,62,Male,Matadi,3
C00663,59,Male,Lubumbashi,1
C00664,56,Male,Mbuji-Mayi,2
C00665,31,Female,Mbuji-Mayi,4
C00666,48,Female,Mbuji-Mayi,1
C00667,22,Male,Likasi,1
C00668,52,Male,Kinshasa,2
C00669,40,Female,Kananga,1
C00670,46,Female,Lubumbashi,1
C00671,60,Male,Kisangani,3
C00672,28,Male,Matadi,4
C00673,35,Female,Mbuji-Mayi,2
C00674,64,Male,Mbuji-Mayi,3
C00675,29,Female,Mbuji-Mayi,3
C00676,26,Male,Lubumbashi,3
C00677,27,Female,Mbuji-Mayi,1
C00678,61,Female,Goma,1
C00679,34,Male,Matadi,1
C00680,55,Female,Lubumbashi,1
C00681,24,Male,Matadi,1
C00682,63,Male,Bukavu,1
C00683,30,Male,Kolwezi,1
C00684,57,Male,Goma,1
C00685,59,Female,Kinshasa,2
C00686,26,Male,Kinshasa,1
C00687,67,Male,Kananga,3
C00688,44,Male,Goma,1
C00689,19,Male,Matadi,3
C00690,22,Female,Kinshasa,4
C00691,46,Male,Kolwezi,3
C00692,54,Female,Kinshasa,3
C00693,55,Female,Mbuji-Mayi,4
C00694,36,Female,Kananga,1
C00695,25,Male,Lubumbashi,4
C00696,65,Male,Kisangani,3
C00697,62,Male,Kisangani,3
C00698,18,Male,Kinshasa,1
C00699,39,Female,Matadi,2
C00700,69,Female,Matadi,2
C00701,34,Male,Mbuji-Mayi,2
C00702,24,Male,Kinshasa,3
C00703,42,Male,Kinshasa,1
C00704,62,Male,Kisangani,1
C00705,21,Male,Bukavu,2
C00706,53,Male,Kinshasa,1
C00707,23,Male,Lubumbashi,1
C00708,48,Female,Kananga,1
C00709,36,Female,Kananga,1
C00710,61,Female,Lubumbashi,2
C00711,56,Female,Bukavu,1
C00712,44,Male,Matadi,4
C00713,27,Male,Kisangani,3
C00714,43,Male,Kananga,3
C00715,36,Male,Goma,1
C00716,56,Male,Kolwezi,2
C00717,20,Female,Kisangani,2
C00718,62,Male,Bukavu,4
C00719,30,Female,Goma,3
C00720,67,Male,Kinshasa,2
C00721,45,Female,Lubumbashi,3
C00722,37,Male,Kinshasa,1
C00723,45,Female,Mbuji-Mayi,1
C00724,25,Male,Likasi,2
C00725,58,Male,Lubumbashi,1
C00726,56,Male,Goma,1
C00727,18,Male,Kolwezi,3
C00728,20,Female,Likasi,1
C00729,30,Male,Mbuji-Mayi,2
C00730,45,Female,Matadi,4
C00731,66,Male,Mbuji-Mayi,1
C00732,42,Female,Likasi,1
C00733,50,Male,Kananga,1
C00734,55,Male,Kisangani,1
C00735,23,Female,Bukavu,1
C00736,61,Male,Kinshasa,1
C00737,62,Male,Matadi,2
C00738,49,Female,Bukavu,1
C00739,62,Male,Mbuji-Mayi,3
C00740,64,Female,Kolwezi,3
C00741,38,Male,Kinshasa,3
C00742,33,Female,Matadi,2
C00743,38,Female,Bukavu,1
C00744,28,Female,Kinshasa,3
C00745,54,Female,Kinshasa,1
C00746,53,Male,Matadi,1
C00747,52,Male,Goma,3
C00748,36,Female,Kisangani,1
C00749,37,Male,Goma,1
C00750,35,Male,Kinshasa,3
C00751,64,Male,Likasi,4
C00752,58,Female,Lubumbashi,1
C00753,66,Male,Likasi,1
C00754,31,Male,Matadi,2
C00755,32,Female,Kinshasa,3
C00756,48,Male,Kinshasa,1
C00757,18,Female,Kolwezi,2
C00758,20,Female,Kisangani,4
C00759,33,Female,Kolwezi,1
C00760,40,Male,Matadi,4
C00761,28,Male,Kananga,4
C00762,29,Female,Goma,1
C00763,27,Female,Kolwezi,3
C00764,49,Female,Matadi,1
C00765,33,Female,Goma,3
C00766,25,Female,Matadi,3
C00767,55,Female,Kananga,1
C00768,29,Male,Kisangani,3
C00769,41,Female,Kisangani,3
C00770,45,Female,Matadi,1
C00771,25,Female,Kolwezi,1
C00772,45,Male,Kisangani,1
C00773,53,Male,Lubumbashi,2
C00774,43,Male,Kolwezi,4
C00775,25,Male,Bukavu,3
C00776,67,Female,Mbuji-Mayi,2
C00777,45,Male,Matadi,2
C00778,45,Female,Matadi,1
C00779,54,Female,Matadi,1
C00780,58,Female,Kananga,2
C00781,53,Female,Matadi,2
C00782,44,Female,Kisangani,2
C00783,34,Female,Kisangani,4
C00784,26,Male,Mbuji-Mayi,2
C00785,50,Male,Mbuji-Mayi,2
C00786,37,Male,Likasi,1
C00787,30,Male,Kolwezi,4
C00788,45,Male,Kisangani,3
C00789,65,Female,Kisangani,3
C00790,46,Male,Kananga,2
C00791,30,Male,Kisangani,2
C00792,63,Male,Kisangani,2
C00793,52,Female,Likasi,1
C00794,23,Female,Lubumbashi,2
C00795,35,Female,Likasi,4
C00796,68,Male,Lubumbashi,1
C00797,22,Male,Likasi,1
C00798,64,Male,Kisangani,3
C00799,42,Male,Likasi,1
C00800,19,Male,Kisangani,2
C00801,27,Female,Kisangani,2
