customer_id,month,data_gb,call_minutes,sms
C00007,2025-04-01,4.13,128.0,55.0
C00007,2025-05-01,3.5,83.0,70.0
C00007,2025-06-01,4.01,115.0,54.0
C00007,2025-07-01,6.44,138.0,60.0
C00007,2025-08-01,6.67,96.0,43.0
C00007,2025-09-01,9.84,99.0,49.0
C00007,2025-10-01,5.58,104.0,66.0
C00007,2025-11-01,6.08,74.0,43.0
C00007,2025-12-01,5.02,121.0,35.0
C00008,2024-01-01,17.47,287.0,118.0
C00008,2024-02-01,14.6,302.0,84.0
C00008,2024-03-01,19.73,247.0,101.0
C00008,2024-04-01,15.16,283.0,78.0
C00008,2024-05-01,19.43,294.0,94.0
C00008,2024-06-01,15.01,207.0,77.0
C00008,2024-07-01,15.99,260.0,93.0
C00008,2024-08-01,8.75,273.0,93.0
C00008,2024-09-01,11.25,314.0,80.0
C00008,2024-10-01,17.81,175.0,71.0
C00008,2024-11-01,17.41,233.0,77.0
C00008,2024-12-01,19.75,269.0,57.0
C00008,2025-01-01,19.8,197.0,66.0
C00008,2025-02-01,10.9,248.0,102.0
C00008,2025-03-01,6.83,179.0,85.0
C00008,2025-04-01,11.51,288.0,92.0
C00008,2025-05-01,18.71,305.0,111.0
C00008,2025-06-01,0.0,235.0,97.0
C00008,2025-07-01,14.73,146.0,85.0
C00008,2025-08-01,8.19,204.0,95.0
C00008,2025-09-01,11.29,207.0,96.0
C00008,2025-10-01,12.54,260.0,92.0
C00008,2025-11-01,7.16,198.0,93.0
C00008,2025-12-01,12.76,179.0,114.0
C00009,2024-01-01,5.62,88.0,48.0
C00009,2024-02-01,2.86,117.0,71.0
C00009,2024-03-01,3.71,124.0,41.0
C00009,2024-04-01,3.94,129.0,49.0
C00009,2024-05-01,6.37,95.0,32.0
C00009,2024-06-01,9.67,96.0,52.0
C00009,2024-07-01,3.53,116.0,57.0
C00009,2024-08-01,1.89,103.0,59.0
C00009,2024-09-01,7.4,113.0,57.0
C00009,2024-10-01,3.92,75.0,47.0
C00009,2024-11-01,2.5,85.0,42.0
C00009,2024-12-01,3.12,111.0,40.0
C00009,2025-01-01,8.67,120.0,62.0
C00009,2025-02-01,3.62,104.0,40.0
C00009,2025-03-01,5.43,65.0,61.0
C00009,2025-04-01,3.71,106.0,55.0
C00009,2025-05-01,3.89,84.0,49.0
C00009,2025-06-01,6.61,97.0,56.0
C00009,2025-07-01,6.59,96.0,49.0
C00009,2025-08-01,5.28,123.0,47.0
C00009,2025-09-01,7.28,105.0,43.0
C00009,2025-10-01,4.92,78.0,37.0
C00009,2025-11-01,6.21,116.0,50.0
C00009,2025-12-01,5.1,88.0,52.0
C00010,2024-01-01,54.81,581.0,148.0
C00010,2024-02-01,33.37,470.0,108.0
C00010,2024-03-01,30.17,554.0,122.0
C00010,2024-04-01,32.2,411.0,174.0
C00010,2024-05-01,22.27,547.0,181.0
C00010,2024-06-01,31.77,445.0,164.0
C00010,2024-07-01,51.02,607.0,148.0
C00010,2024-08-01,26.17,481.0,99.0
C00010,2024-09-01,29.44,536.0,139.0
C00010,2024-10-01,29.0,496.0,142.0
C00010,2024-11-01,42.55,394.0,166.0
C00010,2024-12-01,34.54,535.0,108.0
C00010,2025-01-01,43.83,543.0,200.0
C00010,2025-02-01,26.67,453.0,96.0
C00010,2025-03-01,26.76,615.0,159.0
C00010,2025-04-01,27.74,511.0,148.0
C00010,2025-05-01,15.91,362.0,183.0
C00010,2025-06-01,42.37,381.0,146.0
C00010,2025-07-01,27.84,587.0,163.0
C00010,2025-08-01,23.95,510.0,149.0
C00010,2025-09-01,34.62,459.0,151.0
C00010,2025-10-01,26.49,405.0,113.0
C00010,2025-11-01,24.51,534.0,163.0
C00010,2025-12-01,49.61,482.0,171.0
C00011,2024-01-01,15.24,265.0,116.0
C00011,2024-02-01,17.91,255.0,88.0
C00011,2024-03-01,16.38,318.0,104.0
C00011,2024-04-01,13.02,291.0,72.0
C00011,2024-05-01,13.2,201.0,98.0
C00011,2024-06-01,21.23,282.0,63.0
C00011,2024-07-01,11.91,175.0,121.0
C00011,2024-08-01,12.09,254.0,102.0
C00011,2024-09-01,16.03,105.0,107.0
C00011,2024-10-01,12.26,292.0,104.0
C00011,2024-11-01,18.16,214.0,77.0
C00011,2024-12-01,19.45,278.0,104.0
C00011,2025-01-01,16.1,271.0,74.0
C00011,2025-02-01,20.38,242.0,97.0
C00011,2025-03-01,12.91,127.0,112.0
C00011,2025-04-01,10.01,255.0,84.0
C00011,2025-05-01,13.28,230.0,83.0
C00011,2025-06-01,13.87,226.0,79.0
C00011,2025-07-01,20.86,210.0,111.0
C00011,2025-08-01,18.34,296.0,89.0
C00011,2025-09-01,14.01,242.0,111.0
C00011,2025-10-01,13.79,273.0,95.0
C00011,2025-11-01,20.59,249.0,97.0
C00011,2025-12-01,16.7,332.0,88.0
C00012,2024-01-01,45.39,435.0,151.0
C00012,2024-02-01,27.05,470.0,130.0
C00012,2024-03-01,41.98,460.0,166.0
C00012,2024-04-01,29.73,500.0,194.0
C00012,2024-05-01,27.55,442.0,143.0
C00012,2024-06-01,34.82,550.0,151.0
C00012,2024-07-01,37.45,408.0,159.0
C00012,2024-08-01,38.28,554.0,140.0
C00012,2024-09-01,34.93,557.0,118.0
C00012,2024-10-01,17.05,411.0,131.0
C00012,2024-11-01,45.72,662.0,123.0
C00012,2024-12-01,34.16,458.0,164.0
C00012,2025-01-01,37.8,430.0,131.0
C00012,2025-02-01,33.57,598.0,130.0
C00012,2025-03-01,19.49,604.0,165.0
C00012,2025-04-01,23.37,525.0,174.0
C00012,2025-05-01,35.94,609.0,167.0
C00012,2025-06-01,38.05,516.0,154.0
C00012,2025-07-01,43.78,488.0,178.0
C00012,2025-08-01,38.12,508.0,141.0
C00012,2025-09-01,32.01,526.0,180.0
C00012,2025-10-01,40.04,443.0,102.0
C00012,2025-11-01,42.4,715.0,142.0
C00012,2025-12-01,30.36,566.0,124.0
C00013,2024-01-01,7.99,108.0,50.0
C00013,2024-02-01,3.45,118.0,46.0
C00013,2024-03-01,6.42,108.0,63.0
C00013,2024-04-01,5.32,162.0,56.0
C00013,2024-05-01,5.29,92.0,59.0
C00013,2024-06-01,4.27,85.0,45.0
C00013,2024-07-01,4.62,145.0,53.0
C00013,2024-08-01,3.68,122.0,52.0
C00013,2024-09-01,7.59,138.0,35.0
C00013,2024-10-01,0.25,140.0,43.0
C00013,2024-11-01,1.6,90.0,40.0
C00013,2024-12-01,3.45,117.0,46.0
C00013,2025-01-01,1.76,101.0,41.0
C00013,2025-02-01,4.5,96.0,58.0
C00013,2025-03-01,3.99,114.0,34.0
C00013,2025-04-01,6.8,126.0,48.0
C00013,2025-05-01,3.36,78.0,50.0
C00013,2025-06-01,7.43,91.0,61.0
C00013,2025-07-01,2.7,93.0,50.0
C00013,2025-08-01,5.43,93.0,62.0
C00013,2025-09-01,7.52,97.0,45.0
C00013,2025-10-01,3.8,121.0,43.0
C00013,2025-11-01,2.08,74.0,57.0
C00013,2025-12-01,2.27,92.0,51.0
C00014,2024-01-01,54.77,1018.0,187.0
C00014,2024-02-01,51.39,1020.0,216.0
C00014,2024-03-01,82.77,1050.0,210.0
C00014,2024-04-01,90.95,905.0,144.0
C00014,2024-05-01,62.58,919.0,281.0
C00014,2024-06-01,67.95,948.0,191.0
C00014,2024-07-01,74.65,1182.0,131.0
C00014,2024-08-01,112.78,1014.0,238.0
C00014,2024-09-01,80.31,1082.0,162.0
C00014,2024-10-01,59.68,1259.0,277.0
C00014,2024-11-01,64.19,1072.0,246.0
C00014,2024-12-01,89.9,979.0,281.0
C00014,2025-01-01,90.31,907.0,185.0
C00014,2025-02-01,63.95,989.0,194.0
C00014,2025-03-01,91.33,1074.0,216.0
C00014,2025-04-01,85.42,1104.0,191.0
C00014,2025-05-01,44.1,1211.0,164.0
C00014,2025-06-01,90.43,966.0,256.0
C00014,2025-07-01,65.57,929.0,180.0
C00014,2025-08-01,88.31,1022.0,223.0
C00014,2025-09-01,81.9,1093.0,238.0
C00014,2025-10-01,102.72,1034.0,214.0
C00014,2025-11-01,106.51,1120.0,221.0
C00014,2025-12-01,59.08,832.0,225.0
C00015,2024-01-01,89.81,928.0,214.0
C00015,2024-02-01,66.3,1057.0,224.0
C00015,2024-03-01,88.88,1034.0,188.0
C00015,2024-04-01,76.82,1116.0,217.0
C00015,2024-05-01,87.32,1009.0,226.0
C00015,2024-06-01,94.38,937.0,224.0
C00015,2024-07-01,76.61,1031.0,233.0
C00015,2024-08-01,58.22,892.0,174.0
C00015,2024-09-01,69.04,984.0,268.0
C00015,2024-10-01,97.68,942.0,235.0
C00015,2024-11-01,79.35,1034.0,161.0
C00015,2024-12-01,60.19,1073.0,201.0
C00015,2025-01-01,87.84,1159.0,190.0
C00015,2025-02-01,76.56,1177.0,201.0
C00015,2025-03-01,67.95,1074.0,190.0
C00015,2025-04-01,67.66,1009.0,233.0
C00015,2025-05-01,62.61,882.0,197.0
C00015,2025-06-01,63.5,872.0,200.0
C00015,2025-07-01,96.59,1079.0,196.0
C00015,2025-08-01,99.24,1173.0,220.0
C00015,2025-09-01,74.51,1156.0,261.0
C00015,2025-10-01,83.8,1122.0,169.0
C00015,2025-11-01,48.99,903.0,208.0
C00015,2025-12-01,78.89,1096.0,141.0
C00016,2024-01-01,58.01,1076.0,143.0
C00016,2024-02-01,75.94,1002.0,174.0
C00016,2024-03-01,88.67,794.0,273.0
C00016,2024-04-01,75.05,983.0,308.0
C00016,2024-05-01,59.6,895.0,256.0
C00016,2024-06-01,56.65,1050.0,176.0
C00016,2024-07-01,55.76,1053.0,222.0
C00016,2024-08-01,80.02,1207.0,169.0
C00016,2024-09-01,93.0,1033.0,239.0
C00016,2024-10-01,72.44,862.0,173.0
C00016,2024-11-01,79.04,1068.0,201.0
C00016,2024-12-01,83.23,1173.0,199.0
C00016,2025-01-01,72.01,1044.0,131.0
C00016,2025-02-01,54.23,987.0,163.0
C00016,2025-03-01,70.88,1093.0,221.0
C00016,2025-04-01,78.85,1008.0,183.0
C00016,2025-05-01,92.74,1079.0,240.0
C00016,2025-06-01,94.17,1005.0,172.0
C00016,2025-07-01,77.49,1012.0,173.0
C00016,2025-08-01,104.45,1163.0,195.0
C00016,2025-09-01,95.46,1056.0,180.0
C00016,2025-10-01,86.18,923.0,165.0
C00016,2025-11-01,87.15,1049.0,308.0
C00016,2025-12-01,77.67,947.0,237.0
C00017,2024-01-01,34.75,448.0,132.0
C00017,2024-02-01,33.2,584.0,163.0
C00017,2024-03-01,26.67,647.0,123.0
C00017,2024-04-01,27.63,593.0,195.0
C00017,2024-05-01,38.54,397.0,153.0
C00017,2024-06-01,21.33,699.0,159.0
C00017,2024-07-01,43.01,470.0,204.0
C00017,2024-08-01,29.98,431.0,159.0
C00017,2024-09-01,43.8,670.0,198.0
C00017,2024-10-01,46.95,445.0,129.0
C00017,2024-11-01,26.22,488.0,93.0
C00017,2024-12-01,48.65,418.0,116.0
C00017,2025-01-01,30.94,393.0,169.0
C00017,2025-02-01,25.34,540.0,178.0
C00017,2025-03-01,29.51,443.0,126.0
C00017,2025-04-01,24.18,466.0,152.0
C00017,2025-05-01,21.17,449.0,155.0
C00017,2025-06-01,35.35,287.0,169.0
C00017,2025-07-01,47.38,454.0,98.0
C00017,2025-08-01,27.36,436.0,186.0
C00017,2025-09-01,24.06,471.0,200.0
C00017,2025-10-01,36.61,516.0,147.0
C00017,2025-11-01,44.78,532.0,206.0
C00017,2025-12-01,54.63,525.0,149.0
C00018,2024-01-01,36.64,455.0,154.0
C00018,2024-02-01,20.58,443.0,174.0
C00018,2024-03-01,40.38,490.0,163.0
C00018,2024-04-01,50.06,469.0,107.0
C00018,2024-05-01,41.27,543.0,173.0
C00018,2024-06-01,23.03,380.0,158.0
C00018,2024-07-01,36.95,471.0,193.0
C00018,2024-08-01,34.9,598.0,176.0
C00018,2024-09-01,24.1,429.0,112.0
C00018,2024-10-01,39.31,508.0,191.0
C00018,2024-11-01,40.95,396.0,136.0
C00018,2024-12-01,13.9,523.0,234.0
C00018,2025-01-01,36.31,516.0,149.0
C00018,2025-02-01,38.56,488.0,169.0
C00018,2025-03-01,27.28,442.0,111.0
C00018,2025-04-01,34.67,412.0,194.0
C00018,2025-05-01,30.69,342.0,116.0
C00018,2025-06-01,36.35,552.0,161.0
C00018,2025-07-01,26.78,454.0,129.0
C00018,2025-08-01,40.67,509.0,137.0
C00018,2025-09-01,28.41,458.0,150.0
C00018,2025-10-01,48.41,515.0,140.0
C00018,2025-11-01,30.85,636.0,175.0
C00018,2025-12-01,44.79,560.0,149.0
C00019,2024-01-01,20.99,177.0,131.0
C00019,2024-02-01,18.71,274.0,85.0
C00019,2024-03-01,19.65,307.0,86.0
C00019,2024-04-01,11.63,198.0,111.0
C00019,2024-05-01,14.51,356.0,69.0
C00019,2024-06-01,10.65,251.0,113.0
C00019,2024-07-01,18.1,254.0,107.0
C00019,2024-08-01,15.59,302.0,89.0
C00019,2024-09-01,12.79,284.0,131.0
C00019,2024-10-01,11.83,262.0,92.0
C00019,2024-11-01,17.77,168.0,93.0
C00019,2024-12-01,12.13,233.0,49.0
C00019,2025-01-01,25.12,125.0,110.0
C00019,2025-02-01,8.53,188.0,103.0
C00019,2025-03-01,18.46,196.0,78.0
C00019,2025-04-01,8.53,261.0,79.0
C00019,2025-05-01,21.44,192.0,111.0
C00019,2025-06-01,22.72,253.0,64.0
C00019,2025-07-01,17.0,238.0,99.0
C00019,2025-08-01,22.93,253.0,110.0
C00019,2025-09-01,11.69,236.0,122.0
C00019,2025-10-01,15.68,264.0,120.0
C00019,2025-11-01,23.15,192.0,90.0
C00019,2025-12-01,22.29,350.0,95.0
C00020,2024-01-01,5.54,107.0,52.0
C00020,2024-02-01,5.5,127.0,32.0
C00020,2024-03-01,3.69,113.0,45.0
C00020,2024-04-01,5.57,122.0,66.0
C00020,2024-05-01,5.55,130.0,51.0
C00020,2024-06-01,4.39,69.0,40.0
C00020,2024-07-01,5.01,101.0,52.0
C00020,2024-08-01,8.67,115.0,58.0
C00020,2024-09-01,8.66,93.0,45.0
C00020,2024-10-01,7.44,110.0,50.0
C00020,2024-11-01,4.88,97.0,49.0
C00020,2024-12-01,4.99,94.0,56.0
C00020,2025-01-01,6.49,89.0,59.0
C00020,2025-02-01,2.46,110.0,56.0
C00020,2025-03-01,4.83,101.0,48.0
C00020,2025-04-01,3.98,100.0,45.0
C00020,2025-05-01,7.28,58.0,49.0
C00020,2025-06-01,1.2,79.0,44.0
C00020,2025-07-01,7.68,123.0,51.0
C00020,2025-08-01,5.13,121.0,61.0
C00020,2025-09-01,3.85,113.0,40.0
C00020,2025-10-01,4.22,112.0,43.0
C00020,2025-11-01,4.29,67.0,55.0
C00020,2025-12-01,3.23,84.0,64.0
C00021,2024-01-01,11.56,288.0,122.0
C00021,2024-02-01,19.59,238.0,91.0
C00021,2024-03-01,10.43,162.0,115.0
C00021,2024-04-01,18.39,274.0,43.0
C00021,2024-05-01,14.11,281.0,126.0
C00021,2024-06-01,16.49,260.0,86.0
C00021,2024-07-01,16.89,238.0,85.0
C00021,2024-08-01,9.21,203.0,106.0
C00021,2024-09-01,8.06,235.0,126.0
C00021,2024-10-01,7.83,272.0,111.0
C00021,2024-11-01,13.54,281.0,96.0
C00021,2024-12-01,18.98,197.0,138.0
C00021,2025-01-01,22.19,139.0,123.0
C00021,2025-02-01,12.11,322.0,120.0
C00021,2025-03-01,9.56,279.0,86.0
C00021,2025-04-01,17.69,252.0,85.0
C00021,2025-05-01,8.32,262.0,109.0
C00021,2025-06-01,14.21,211.0,90.0
C00021,2025-07-01,9.52,287.0,57.0
C00021,2025-08-01,19.76,246.0,110.0
C00021,2025-09-01,18.1,256.0,92.0
C00021,2025-10-01,20.53,164.0,126.0
C00021,2025-11-01,9.38,234.0,129.0
C00021,2025-12-01,26.15,259.0,73.0
C00022,2024-01-01,43.54,497.0,118.0
C00022,2024-02-01,37.19,395.0,156.0
C00022,2024-03-01,25.8,343.0,100.0
C00022,2024-04-01,28.92,540.0,188.0
C00022,2024-05-01,49.28,379.0,143.0
C00022,2024-06-01,28.9,491.0,192.0
C00022,2024-07-01,36.61,569.0,216.0
C00022,2024-08-01,19.35,462.0,167.0
C00022,2024-09-01,37.67,584.0,138.0
C00022,2024-10-01,37.06,440.0,182.0
C00022,2024-11-01,35.42,612.0,192.0
C00022,2024-12-01,22.18,625.0,178.0
C00022,2025-01-01,33.43,567.0,135.0
C00022,2025-02-01,48.61,508.0,177.0
C00022,2025-03-01,28.69,523.0,177.0
C00022,2025-04-01,38.08,545.0,127.0
C00022,2025-05-01,38.05,440.0,149.0
C00022,2025-06-01,30.07,484.0,97.0
C00022,2025-07-01,35.26,491.0,105.0
C00022,2025-08-01,38.41,566.0,159.0
C00022,2025-09-01,42.86,458.0,144.0
C00022,2025-10-01,35.74,512.0,80.0
C00022,2025-11-01,25.79,580.0,127.0
C00022,2025-12-01,32.53,496.0,110.0
C00023,2024-01-01,103.7,997.0,166.0
C00023,2024-02-01,89.73,970.0,202.0
C00023,2024-03-01,101.13,946.0,246.0
C00023,2024-04-01,74.87,1007.0,212.0
C00023,2024-05-01,74.83,898.0,218.0
C00023,2024-06-01,96.82,1063.0,224.0
C00023,2024-07-01,73.14,1069.0,214.0
C00023,2024-08-01,92.94,1010.0,224.0
C00023,2024-09-01,72.75,1070.0,150.0
C00023,2024-10-01,74.98,930.0,340.0
C00023,2024-11-01,89.78,892.0,145.0
C00023,2024-12-01,53.81,886.0,166.0
C00023,2025-01-01,65.37,953.0,233.0
C00023,2025-02-01,77.01,1071.0,157.0
C00023,2025-03-01,74.26,906.0,218.0
C00023,2025-04-01,77.28,1177.0,173.0
C00023,2025-05-01,64.41,1030.0,193.0
C00023,2025-06-01,87.54,994.0,194.0
C00023,2025-07-01,69.98,973.0,139.0
C00023,2025-08-01,97.97,1127.0,238.0
C00023,2025-09-01,73.13,937.0,220.0
C00023,2025-10-01,65.73,1114.0,105.0
C00023,2025-11-01,73.22,894.0,250.0
C00023,2025-12-01,96.1,1056.0,277.0
C00024,2024-01-01,15.05,282.0,68.0
C00024,2024-02-01,13.4,256.0,82.0
C00024,2024-03-01,16.28,152.0,110.0
C00024,2024-04-01,12.83,211.0,115.0
C00024,2024-05-01,22.32,295.0,84.0
C00024,2024-06-01,18.34,237.0,123.0
C00024,2024-07-01,16.11,176.0,95.0
C00024,2024-08-01,10.87,211.0,94.0
C00024,2024-09-01,16.37,295.0,89.0
C00024,2024-10-01,21.06,165.0,83.0
C00024,2024-11-01,25.24,193.0,125.0
C00024,2024-12-01,14.87,246.0,119.0
C00024,2025-01-01,18.98,317.0,95.0
C00024,2025-02-01,15.71,237.0,78.0
C00024,2025-03-01,15.85,242.0,63.0
C00024,2025-04-01,20.55,257.0,86.0
C00024,2025-05-01,16.66,224.0,104.0
C00024,2025-06-01,21.94,270.0,90.0
C00024,2025-07-01,9.85,214.0,116.0
C00024,2025-08-01,14.72,278.0,94.0
C00024,2025-09-01,10.33,280.0,84.0
C00024,2025-10-01,12.96,189.0,81.0
C00024,2025-11-01,19.48,302.0,122.0
C00024,2025-12-01,20.47,232.0,113.0
C00025,2024-01-01,7.11,83.0,52.0
C00025,2024-02-01,4.74,63.0,53.0
C00025,2024-03-01,3.57,121.0,42.0
C00025,2024-04-01,5.66,102.0,33.0
C00025,2024-05-01,4.36,107.0,60.0
C00025,2024-06-01,5.04,118.0,55.0
C00025,2024-07-01,6.14,112.0,47.0
C00025,2024-08-01,3.02,131.0,58.0
C00025,2024-09-01,4.86,112.0,54.0
C00025,2024-10-01,3.29,93.0,63.0
C00025,2024-11-01,4.99,108.0,63.0
C00025,2024-12-01,4.98,81.0,51.0
C00025,2025-01-01,3.88,72.0,58.0
C00025,2025-02-01,4.49,40.0,53.0
C00025,2025-03-01,5.53,139.0,50.0
C00025,2025-04-01,7.14,113.0,44.0
C00025,2025-05-01,5.7,97.0,43.0
C00025,2025-06-01,3.97,87.0,50.0
C00025,2025-07-01,4.99,89.0,48.0
C00025,2025-08-01,1.25,80.0,47.0
C00025,2025-09-01,8.34,113.0,40.0
C00025,2025-10-01,8.23,100.0,39.0
C00025,2025-11-01,4.84,120.0,39.0
C00025,2025-12-01,2.93,136.0,53.0
C00026,2024-01-01,12.64,245.0,106.0
C00026,2024-02-01,14.03,317.0,102.0
C00026,2024-03-01,18.32,254.0,99.0
